Method,Path,Delegated Permissions,App Permissions,Owner,In v1.0,Has Granular Permissions,v1.0 + granular,Doc link
POST  ,/app/calls/{id}/cancelMediaProcessing,Not Supported,Calls.Initiate.All  Calls.AccessMedia.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/call-cancelmediaprocessing?view=graph-rest-beta
POST  ,/app/calls/{id}/changeScreenSharingRole,Not Supported,Calls.AccessMedia.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/call-changescreensharingrole?view=graph-rest-beta
POST  ,/app/calls/{id}/mute,Not Supported,Calls.Initiate.All  Calls.AccessMedia.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/call-mute?view=graph-rest-beta
GET   ,/app/calls/{id}/participants,Not Supported,Calls.Initiate.All  Calls.AccessMedia.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/call-list-participants?view=graph-rest-beta
GET   ,/app/calls/{id}/participants/{id},Not Supported,Calls.JoinGroupCallsasGuest.All or Calls.JoinGroupCalls.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/participant-get?view=graph-rest-beta
DELETE,/app/calls/{id}/participants/{id},Not Supported,Calls.JoinGroupCallsasGuest.All or Calls.JoinGroupCalls.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/participant-delete?view=graph-rest-beta
POST  ,/app/calls/{id}/participants/{id}/mute,Not Supported,Calls.JoinGroupCallsasGuest.All or Calls.JoinGroupCalls.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/participant-mute?view=graph-rest-beta
POST  ,/app/calls/{id}/participants/configureMixer,Not Supported,Calls.JoinGroupCallsasGuest.All  Calls.JoinGroupCalls.All  Calls.InitiateGroupCalls.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/participant-configuremixer?view=graph-rest-beta
POST  ,/app/calls/{id}/participants/invite,Not supported,Calls.InitiateGroupCalls.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/participant-invite?view=graph-rest-beta
POST  ,/app/calls/{id}/participants/muteAll,Not Supported,Calls.JoinGroupCallsasGuest.All or Calls.JoinGroupCalls.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/participant-muteall?view=graph-rest-beta
POST  ,/app/calls/{id}/playPrompt,Not Supported,Calls.Initiate.All  Calls.AccessMedia.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/call-playprompt?view=graph-rest-beta
POST  ,/app/calls/{id}/recordResponse,Not Supported,Calls.AccessMedia.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/call-record?view=graph-rest-beta
POST  ,/app/calls/{id}/redirect,Not Supported,Calls.Initiate.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/call-redirect?view=graph-rest-beta
POST  ,/app/calls/{id}/reject,Not Supported,None,IC3,False,True,False,https://docs.microsoft.com/graph/api/call-reject?view=graph-rest-beta
POST  ,/app/calls/{id}/subscribeToTone,Not Supported,Calls.AccessMedia.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/call-subscribetotone?view=graph-rest-beta
POST  ,/app/calls/{id}/transfer,Not Supported,Calls.Initiate.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/call-transfer?view=graph-rest-beta
POST  ,/app/calls/{id}/unmute,Not supported,Calls.Initiate.All  Calls.AccessMedia.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/call-unmute?view=graph-rest-beta
POST  ,/app/calls/{id}/updateRecordingStatus,Not Supported,Calls.JoinGroupCalls.All  Calls.AccessMedia.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/call-updaterecordingstatus?view=graph-rest-beta
GET   ,/app/onlineMeetings/?$filter=VideoTeleconferenceId%20eq%20'{videoTeleconferenceId}',OnlineMeetingArtifact.Read.All  OnlineMeetings.Read  OnlineMeetings.ReadWrite,OnlineMeetingArtifact.Read.All  OnlineMeetings.Read.All  OnlineMeetings.ReadWrite.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/onlinemeeting-get?view=graph-rest-beta
POST  ,/appCatalogs/teamsApps?requiresReview:{Boolean},AppCatalog.Submit  AppCatalog.ReadWrite.All  Directory.ReadWrite.All,Not supported,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/teamsapp-publish?view=graph-rest-beta
GET   ,/appCatalogs/teamsApps,AppCatalog.Submit  AppCatalog.Read.All  AppCatalog.ReadWrite.All  Directory.Read.All  Directory.ReadWrite.All,AppCatalog.Read.All  AppCatalog.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/appcatalogs-list-teamsapps?view=graph-rest-beta
POST  ,/appCatalogs/teamsApps,AppCatalog.Submit  AppCatalog.ReadWrite.All  Directory.ReadWrite.All,Not supported,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/teamsapp-publish?view=graph-rest-beta
DELETE,/appCatalogs/teamsApps/{id},AppCatalog.Submit  AppCatalog.ReadWrite.All  Directory.ReadWrite.All,Not supported,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/teamsapp-delete?view=graph-rest-beta
POST  ,/appCatalogs/teamsApps/{id}/appDefinitions,AppCatalog.Submit  AppCatalog.ReadWrite.All  Directory.ReadWrite.All,Not supported,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/teamsapp-update?view=graph-rest-beta
GET   ,/appCatalogs/teamsApps/{id}/appDefinitions/{app-definition-id}/bot,AppCatalog.Read.All  AppCatalog.ReadWrite.All  AppCatalog.Submit,AppCatalog.Read.All  AppCatalog.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/teamworkbot-get?view=graph-rest-beta
GET   ,/appCatalogs/teamsApps/{teams-app-id}/appDefinitions/{app-definition-id}/colorIcon,AppCatalog.Read.All  AppCatalog.ReadWrite.All  AppCatalog.Submit,AppCatalog.Read.All  AppCatalog.ReadWrite.All,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/teamsappicon-get?view=graph-rest-beta
GET   ,/appCatalogs/teamsApps/{teams-app-id}/appDefinitions/{app-definition-id}/colorIcon/hostedContent/$value,AppCatalog.Read.All  AppCatalog.ReadWrite.All  AppCatalog.Submit,AppCatalog.Read.All  AppCatalog.ReadWrite.All,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/teamworkhostedcontent-get?view=graph-rest-beta
GET   ,/appCatalogs/teamsApps/{teams-app-id}/appDefinitions/{app-definition-id}/colorIcon/hostedContent/,AppCatalog.Read.All  AppCatalog.ReadWrite.All  AppCatalog.Submit,AppCatalog.Read.All  AppCatalog.ReadWrite.All,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/teamworkhostedcontent-get?view=graph-rest-beta
GET   ,/appCatalogs/teamsApps/{teams-app-id}/appDefinitions/{app-definition-id}/outlineIcon,AppCatalog.Read.All  AppCatalog.ReadWrite.All  AppCatalog.Submit,AppCatalog.Read.All  AppCatalog.ReadWrite.All,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/teamsappicon-get?view=graph-rest-beta
GET   ,/appCatalogs/teamsApps/{teams-app-id}/appDefinitions/{app-definition-id}/outlineIcon/hostedContent/$value,AppCatalog.Read.All  AppCatalog.ReadWrite.All  AppCatalog.Submit,AppCatalog.Read.All  AppCatalog.ReadWrite.All,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/teamworkhostedcontent-get?view=graph-rest-beta
GET   ,/appCatalogs/teamsApps/{teams-app-id}/appDefinitions/{app-definition-id}/outlineIcon/hostedContent/,AppCatalog.Read.All  AppCatalog.ReadWrite.All  AppCatalog.Submit,AppCatalog.Read.All  AppCatalog.ReadWrite.All,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/teamworkhostedcontent-get?view=graph-rest-beta
GET   ,/chats,Chat.ReadBasic  Chat.Read  Chat.ReadWrite,Chat.ReadBasic.All  Chat.Read.All  Chat.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-list?view=graph-rest-beta
POST  ,/chats,Chat.Create  Chat.ReadWrite,Chat.Create,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-post?view=graph-rest-beta
POST  ,/chats/{chat-Id}/pinnedMessages,ChatMessage.Send  Chat.ReadWrite,Chat.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-post-pinnedmessages?view=graph-rest-beta
POST  ,/chats/{chatsId}/hideForUser,Chat.ReadWrite,Not supported,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/chat-hideforuser?view=graph-rest-beta
POST  ,/chats/{chatsId}/unhideForUser,Chat.ReadWrite,Not supported,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/chat-unhideforuser?view=graph-rest-beta
GET   ,/chats/{id},Chat.ReadBasic  Chat.Read  Chat.ReadWrite,ChatSettings.Read.Chat  ChatSettings.ReadWrite.Chat  Chat.Manage.Chat  Chat.ReadBasic.All  Chat.Read.All  Chat.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-get?view=graph-rest-beta
PATCH ,/chats/{id},Chat.ReadWrite,ChatSettings.ReadWrite.Chat  Chat.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-patch?view=graph-rest-beta
GET   ,/chats/{id}/installedApps,TeamsAppInstallation.ReadForChat  TeamsAppInstallation.ReadWriteSelfForChat  TeamsAppInstallation.ReadWriteForChat,TeamsAppInstallation.Read.Chat  Chat.Manage.Chat  TeamsAppInstallation.ReadForChat.All  TeamsAppInstallation.ReadWriteSelfForChat.All  TeamsAppInstallation.ReadWriteForChat.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-list-installedapps?view=graph-rest-beta
POST  ,/chats/{id}/installedApps,TeamsAppInstallation.ReadWriteSelfForChat  TeamsAppInstallation.ReadWriteForChat,Chat.Manage.Chat  TeamsAppInstallation.ReadWriteSelfForChat.All  TeamsAppInstallation.ReadWriteForChat.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-post-installedapps?view=graph-rest-beta
GET   ,/chats/{id}/installedApps/{id},TeamsAppInstallation.ReadForChat  TeamsAppInstallation.ReadWriteSelfForChat  TeamsAppInstallation.ReadWriteForChat,TeamsAppInstallation.Read.Chat  Chat.Manage.Chat  TeamsAppInstallation.ReadForChat.All  TeamsAppInstallation.ReadWriteSelfForChat.All  TeamsAppInstallation.ReadWriteForChat.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-get-installedapps?view=graph-rest-beta
DELETE,/chats/{id}/installedApps/{id},TeamsAppInstallation.ReadWriteSelfForChat  TeamsAppInstallation.ReadWriteForChat,Chat.Manage.Chat  TeamsAppInstallation.ReadWriteSelfForChat.All  TeamsAppInstallation.ReadWriteForChat.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-delete-installedapps?view=graph-rest-beta
POST  ,/chats/{id}/installedApps/{id}/upgrade,TeamsAppInstallation.ReadWriteSelfForChat  TeamsAppInstallation.ReadWriteForChat,Chat.Manage.Chat  TeamsAppInstallation.ReadWriteSelfForChat.All  TeamsAppInstallation.ReadWriteForChat.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-teamsappinstallation-upgrade?view=graph-rest-beta
POST  ,/chats/{id}/markChatReadForUser,Chat.ReadWrite,Not supported,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/chat-markchatreadforuser?view=graph-rest-beta
POST  ,/chats/{id}/markChatUnreadForUser,Chat.ReadWrite,Not supported,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/chat-markchatunreadforuser?view=graph-rest-beta
GET   ,/chats/{id}/members,ChatMember.Read  ChatMember.ReadWrite  Chat.ReadBasic  Chat.Read  Chat.ReadWrite,ChatMember.Read.Chat  Chat.Manage.Chat  ChatMember.Read.All  ChatMember.ReadWrite.All  Chat.ReadBasic.All  Chat.Read.All  Chat.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-list-members?view=graph-rest-beta
POST  ,/chats/{id}/members,ChatMember.ReadWrite  Chat.ReadWrite,Chat.Manage.Chat  ChatMember.ReadWrite.All  Chat.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-post-members?view=graph-rest-beta
GET   ,/chats/{id}/members/{id},ChatMember.Read  ChatMember.ReadWrite  Chat.ReadBasic  Chat.Read  Chat.ReadWrite,ChatMember.Read.Chat  Chat.Manage.Chat  ChatMember.Read.All  ChatMember.ReadWrite.All  Chat.ReadBasic.All  Chat.Read.All  Chat.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-get-members?view=graph-rest-beta
DELETE,/chats/{id}/members/{id},ChatMember.ReadWrite,Chat.Manage.Chat  ChatMember.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-delete-members?view=graph-rest-beta
GET   ,/chats/{id}/messages,Chat.Read  Chat.ReadWrite,ChatMessage.Read.Chat  Chat.Read.All  Chat.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-list-messages?view=graph-rest-beta
POST  ,/chats/{id}/messages,ChatMessage.Send  Chat.ReadWrite,Not supported,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-post-messages?view=graph-rest-beta
PATCH ,/chats/{id}/messages/{id}?model=A,Chat.ReadWrite,Chat.UpdatePolicyViolation.All for a chat message.</br>ChannelMessage.UpdatePolicyViolation.All for a channel message,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chatmessage-update?view=graph-rest-beta
GET   ,/chats/{id}/messages/{id},ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,ChannelMessage.Read.Group  ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chatmessage-get?view=graph-rest-beta
PATCH ,/chats/{id}/messages/{id},Chat.ReadWrite,Chat.UpdatePolicyViolation.All for a chat message.</br>ChannelMessage.UpdatePolicyViolation.All for a channel message,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chatmessage-update?view=graph-rest-beta
GET   ,/chats/{id}/messages/{id}/hostedContents,ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,ChannelMessage.Read.Group  ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chatmessage-list-hostedcontents?view=graph-rest-beta
GET   ,/chats/{id}/messages/{id}/hostedContents/{id},ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,ChannelMessage.Read.Group  ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chatmessagehostedcontent-get?view=graph-rest-beta
GET   ,/chats/{id}/operations,Chat.ReadBasic  Chat.Read  Chat.ReadWrite,ChatSettings.Read.Chat  ChatSettings.ReadWrite.Chat  Chat.Manage.Chat  Chat.ReadBasic.All  Chat.Read.All  Chat.ReadWrite.All,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/chat-list-operations?view=graph-rest-beta
GET   ,/chats/{id}/operations/{operation-id},Chat.ReadBasic  Chat.Read  Chat.ReadWrite,ChatSettings.Read.Chat  ChatSettings.ReadWrite.Chat  Chat.Manage.Chat  Chat.ReadBasic.All  Chat.Read.All  Chat.ReadWrite.All,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/teamsasyncoperation-get?view=graph-rest-beta
GET   ,/chats/{id}/permissionGrants,ResourceSpecificPermissionGrant.ReadForChat  TeamsAppInstallation.ReadForChat  TeamsAppInstallation.ReadWriteSelfForChat  TeamsAppInstallation.ReadWriteForChat,TeamsAppInstallation.Read.Chat  Chat.Manage.Chat  ResourceSpecificPermissionGrant.ReadForChat.All  TeamsAppInstallation.ReadForChat.All  TeamsAppInstallation.ReadWriteSelfForChat.All  TeamsAppInstallation.ReadWriteForChat.All,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/chat-list-permissiongrants?view=graph-rest-beta
GET   ,/chats/{id}/pinnedMessages,Chat.Read  Chat.ReadWrite,ChatMessage.Read.All  Chat.Read.All  Chat.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-list-pinnedmessages?view=graph-rest-beta
DELETE,/chats/{id}/pinnedMessages/{pinnedChatMessageId},Chat.ReadWrite,Chat.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-delete-pinnedmessages?view=graph-rest-beta
POST  ,/chats/{id}/sendActivityNotification,TeamsActivity.Send,TeamsActivity.Send.Chat  TeamsActivity.Send,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-sendactivitynotification?view=graph-rest-beta
GET   ,/chats/{id}/tabs,TeamsTab.Read.All  TeamsTab.ReadWriteSelfForChat  TeamsTab.ReadWriteForChat  TeamsTab.ReadWrite.All,TeamsTab.Read.All  TeamsTab.ReadWriteSelfForChat.All  TeamsTab.ReadWriteForChat.All  TeamsTab.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-list-tabs?view=graph-rest-beta
POST  ,/chats/{id}/tabs,TeamsTab.Create  TeamsTab.ReadWriteSelfForChat  TeamsTab.ReadWriteForChat  TeamsTab.ReadWrite.All,TeamsTab.Create.Chat  TeamsTab.ReadWrite.Chat  TeamsTab.Create  TeamsTab.ReadWriteSelfForChat.All  TeamsTab.ReadWriteForChat.All  TeamsTab.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-post-tabs?view=graph-rest-beta
GET   ,/chats/{id}/tabs/{id},TeamsTab.Read.All  TeamsTab.ReadWriteSelfForChat  TeamsTab.ReadWriteForChat  TeamsTab.ReadWrite.All,TeamsTab.Read.Chat  TeamsTab.ReadWrite.Chat  TeamsTab.Read.All  TeamsTab.ReadWriteSelfForChat.All  TeamsTab.ReadWriteForChat.All  TeamsTab.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-get-tabs?view=graph-rest-beta
PATCH ,/chats/{id}/tabs/{id},TeamsTab.ReadWriteSelfForChat  TeamsTab.ReadWriteForChat  TeamsTab.ReadWrite.All,TeamsTab.ReadWrite.Chat  TeamsTab.ReadWriteSelfForChat.All  TeamsTab.ReadWriteForChat  TeamsTab.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-patch-tabs?view=graph-rest-beta
DELETE,/chats/{id}/tabs/{id},TeamsTab.ReadWriteSelfForChat  TeamsTab.ReadWriteForChat  TeamsTab.ReadWrite.All,TeamsTab.Delete.Chat  TeamsTab.ReadWrite.Chat  TeamsTab.ReadWriteSelfForChat.All  TeamsTab.ReadWriteForChat  TeamsTab.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-delete-tabs?view=graph-rest-beta
GET   ,/chats/19:c253a29b5f694b55a6baad8e83510af7@thread.v2/operations/2432b57b-0abd-43db-aa7b-16eadd115d34-e88ae9aa-887e-4972-ac3e-bd578e38232e-cf58835e-43f0-4fc1-825e-5de55630e7e4,Chat.ReadBasic  Chat.Read  Chat.ReadWrite,ChatSettings.Read.Chat  ChatSettings.ReadWrite.Chat  Chat.Manage.Chat  Chat.ReadBasic.All  Chat.Read.All  Chat.ReadWrite.All,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/teamsasyncoperation-get?view=graph-rest-beta
GET   ,/communications/callRecords/{id},Not supported,CallRecords.Read.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/callrecords-callrecord-get?view=graph-rest-beta
GET   ,/communications/callRecords/{id}/sessions,Not supported,CallRecords.Read.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/callrecords-session-list?view=graph-rest-beta
GET   ,/communications/callRecords/getDirectRoutingCalls,Not supported,CallRecord-PstnCalls.Read.All  CallRecords.Read.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/callrecords-callrecord-getdirectroutingcalls?view=graph-rest-beta
GET   ,/communications/callRecords/getPstnCalls,Not supported,CallRecord-PstnCalls.Read.All  CallRecords.Read.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/callrecords-callrecord-getpstncalls?view=graph-rest-beta
POST  ,/communications/calls,Not supported,Calls.JoinGroupCalls.Chat  Calls.JoinGroupCallAsGuest.All  Calls.JoinGroupCall.All  Calls.Initiate.All  Calls.InitiateGroupCall.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/application-post-calls?view=graph-rest-beta
GET   ,/communications/calls/{callId}/operations/{id},Not supported,None,IC3,False,True,False,https://docs.microsoft.com/graph/api/addlargegalleryviewoperation-get?view=graph-rest-beta
GET   ,/communications/calls/{id},Not Supported,Calls.Initiate.All  Calls.AccessMedia.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/call-get?view=graph-rest-beta
DELETE,/communications/calls/{id},Not Supported,Calls.Initiate.All  Calls.AccessMedia.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/call-delete?view=graph-rest-beta
POST  ,/communications/calls/{id}/addLargeGalleryView,Not supported,Calls.JoinGroupCallAsGuest.All  Calls.JoinGroupCall.All  Calls.InitiateGroupCall.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/call-addlargegalleryview?view=graph-rest-beta
POST  ,/communications/calls/{id}/answer,Not supported,Calls.JoinGroupCall.All  Calls.JoinGroupCallAsGuest.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/call-answer?view=graph-rest-beta
GET   ,/communications/calls/{id}/audioRoutingGroups,Not supported,Calls.JoinGroupCall.All  Calls.InitiateGroupCall.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/call-list-audioroutinggroups?view=graph-rest-beta
POST  ,/communications/calls/{id}/audioRoutingGroups,Not supported,Calls.JoinGroupCalls.All  Calls.InitiateGroupCalls.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/call-post-audioroutinggroups?view=graph-rest-beta
GET   ,/communications/calls/{id}/audioRoutingGroups/{id},Not Supported,Calls.JoinGroupCalls.All  Calls.InitiateGroupCalls.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/audioroutinggroup-get?view=graph-rest-beta
PATCH ,/communications/calls/{id}/audioRoutingGroups/{id},Not Supported,Calls.JoinGroupCalls.All  Calls.InitiateGroupCalls.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/audioroutinggroup-update?view=graph-rest-beta
DELETE,/communications/calls/{id}/audioRoutingGroups/{id},Not Supported,Calls.JoinGroupCalls.All  Calls.InitiateGroupCalls.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/audioroutinggroup-delete?view=graph-rest-beta
POST  ,/communications/calls/{id}/cancelMediaProcessing,Not Supported,Calls.Initiate.All  Calls.AccessMedia.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/call-cancelmediaprocessing?view=graph-rest-beta
POST  ,/communications/calls/{id}/changeScreenSharingRole,Not Supported,Calls.AccessMedia.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/call-changescreensharingrole?view=graph-rest-beta
GET   ,/communications/calls/{id}/contentSharingSessions,Not supported,Calls.JoinGroupCallAsGuest.All  Calls.JoinGroupCall.All  Calls.Initiate.All  Calls.InitiateGroupCall.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/call-list-contentsharingsessions?view=graph-rest-beta
GET   ,/communications/calls/{id}/contentSharingSessions/{id},Not supported,Calls.JoinGroupCallAsGuest.All  Calls.JoinGroupCall.All  Calls.Initiate.All  Calls.InitiateGroupCall.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/contentsharingsession-get?view=graph-rest-beta
POST  ,/communications/calls/{id}/keepAlive,Not Supported,Calls.Initiate.All  Calls.AccessMedia.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/call-keepalive?view=graph-rest-beta
POST  ,/communications/calls/{id}/mute,Not Supported,Calls.Initiate.All  Calls.AccessMedia.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/call-mute?view=graph-rest-beta
GET   ,/communications/calls/{id}/participants,Not Supported,Calls.Initiate.All  Calls.AccessMedia.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/call-list-participants?view=graph-rest-beta
GET   ,/communications/calls/{id}/participants/{id},Not Supported,Calls.JoinGroupCallsasGuest.All or Calls.JoinGroupCalls.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/participant-get?view=graph-rest-beta
DELETE,/communications/calls/{id}/participants/{id},Not Supported,Calls.JoinGroupCallsasGuest.All or Calls.JoinGroupCalls.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/participant-delete?view=graph-rest-beta
POST  ,/communications/calls/{id}/participants/{id}/mute,Not Supported,Calls.JoinGroupCallsasGuest.All or Calls.JoinGroupCalls.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/participant-mute?view=graph-rest-beta
POST  ,/communications/calls/{id}/participants/{id}/startHoldMusic,Not Supported,Calls.JoinGroupCallsasGuest.All or Calls.JoinGroupCalls.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/participant-startholdmusic?view=graph-rest-beta
POST  ,/communications/calls/{id}/participants/{id}/stopHoldMusic,Not Supported,Calls.JoinGroupCallsasGuest.All or Calls.JoinGroupCalls.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/participant-stopholdmusic?view=graph-rest-beta
POST  ,/communications/calls/{id}/participants/configureMixer,Not Supported,Calls.JoinGroupCallsasGuest.All  Calls.JoinGroupCalls.All  Calls.InitiateGroupCalls.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/participant-configuremixer?view=graph-rest-beta
POST  ,/communications/calls/{id}/participants/invite,Not supported,Calls.InitiateGroupCalls.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/participant-invite?view=graph-rest-beta
POST  ,/communications/calls/{id}/participants/muteAll,Not Supported,Calls.JoinGroupCallsasGuest.All or Calls.JoinGroupCalls.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/participant-muteall?view=graph-rest-beta
POST  ,/communications/calls/{id}/playPrompt,Not Supported,Calls.Initiate.All  Calls.AccessMedia.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/call-playprompt?view=graph-rest-beta
POST  ,/communications/calls/{id}/recordResponse,Not Supported,Calls.AccessMedia.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/call-record?view=graph-rest-beta
POST  ,/communications/calls/{id}/redirect,Not Supported,Calls.Initiate.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/call-redirect?view=graph-rest-beta
POST  ,/communications/calls/{id}/reject,Not Supported,None,IC3,True,True,True,https://docs.microsoft.com/graph/api/call-reject?view=graph-rest-beta
POST  ,/communications/calls/{id}/subscribeToTone,Not Supported,Calls.AccessMedia.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/call-subscribetotone?view=graph-rest-beta
POST  ,/communications/calls/{id}/transfer,Not Supported,Calls.Initiate.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/call-transfer?view=graph-rest-beta
POST  ,/communications/calls/{id}/unmute,Not supported,Calls.Initiate.All  Calls.AccessMedia.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/call-unmute?view=graph-rest-beta
POST  ,/communications/calls/{id}/updateRecordingStatus,Not Supported,Calls.JoinGroupCalls.All  Calls.AccessMedia.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/call-updaterecordingstatus?view=graph-rest-beta
POST  ,/communications/calls/57dab8b1-894c-409a-b240-bd8beae78896/participants/2765eb15-01f8-47c6-b12b-c32111a4a86f/mute,Not Supported,Calls.JoinGroupCallsasGuest.All or Calls.JoinGroupCalls.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/participant-mute?view=graph-rest-beta
POST  ,/communications/calls/logTeleconferenceDeviceQuality,Not supported,Calls.AccessMedia.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/call-logteleconferencedevicequality?view=graph-rest-beta
