Method,Path,Delegated Permissions,App Permissions,Owner,In v1.0,Has Granular Permissions,v1.0 + granular,Doc link
GET   ,/teams/{id}/channels/{id}/tabs/{id},TeamsTab.Read.All  TeamsTab.ReadWriteSelfForTeam  TeamsTab.ReadWriteForTeam  TeamsTab.ReadWrite.All  Group.Read.All  Group.ReadWrite.All  Directory.Read.All  Directory.ReadWrite.All,TeamsTab.Read.Group  TeamsTab.ReadWrite.Group  TeamsTab.Read.All  TeamsTab.ReadWriteSelfForTeam.All  TeamsTab.ReadWriteForTeam.All  TeamsTab.ReadWrite.All  Group.Read.All  Group.ReadWrite.All  Directory.Read.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-get-tabs?view=graph-rest-beta
PATCH ,/teams/{id}/channels/{id}/tabs/{id},TeamsTab.ReadWriteSelfForTeam  TeamsTab.ReadWriteForTeam  TeamsTab.ReadWrite.All  Group.ReadWrite.All  Directory.ReadWrite.All,TeamsTab.ReadWrite.Group  TeamsTab.ReadWriteSelfForTeam.All  TeamsTab.ReadWriteForTeam.All  TeamsTab.ReadWrite.All  Group.ReadWrite.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-patch-tabs?view=graph-rest-beta
DELETE,/teams/{id}/channels/{id}/tabs/{id},TeamsTab.ReadWriteSelfForTeam   TeamsTab.ReadWriteForTeam  TeamsTab.ReadWrite.All  Group.ReadWrite.All  Directory.ReadWrite.All,TeamsTab.Delete.Group  TeamsTab.ReadWrite.Group  TeamsTab.ReadWriteSelfForTeam.All  TeamsTab.ReadWriteForTeam.All  TeamsTab.ReadWrite.All  Group.ReadWrite.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-delete-tabs?view=graph-rest-beta
GET   ,/teams/{id}/channels/getAllMessages?model=A,Not supported,ChannelMessage.Read.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-getallmessages?view=graph-rest-beta
GET   ,/teams/{id}/channels/getAllMessages?model=B,Not supported,ChannelMessage.Read.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-getallmessages?view=graph-rest-beta
GET   ,/teams/{id}/channels/getAllMessages,Not supported,ChannelMessage.Read.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-getallmessages?view=graph-rest-beta
POST  ,/teams/{id}/clone,Team.Create  Group.ReadWrite.All  Directory.ReadWrite.All,Team.Create  Group.ReadWrite.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/team-clone?view=graph-rest-beta
POST  ,/teams/{id}/completeMigration,Not supported,Teamwork.Migrate.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/team-completemigration?view=graph-rest-beta
GET   ,/teams/{id}/incomingChannels,Channel.ReadBasic.All  ChannelSettings.Read.All  ChannelSettings.ReadWrite.All,Channel.ReadBasic.All  ChannelSettings.Read.All  ChannelSettings.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/team-list-incomingchannels?view=graph-rest-beta
DELETE,/teams/{id}/incomingChannels/{incoming-channel-id}/$ref,Channel.Delete.All,Channel.Delete.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/team-delete-incomingchannels?view=graph-rest-beta
GET   ,/teams/{id}/installedApps,TeamsAppInstallation.ReadForTeam  TeamsAppInstallation.ReadWriteSelfForTeam  TeamsAppInstallation.ReadWriteForTeam  Group.Read.All  Group.ReadWrite.All  Directory.Read.All  Directory.ReadWrite.All,TeamsAppInstallation.Read.Group  TeamsAppInstallation.ReadWriteSelfForTeam.All  TeamsAppInstallation.ReadForTeam.All  TeamsAppInstallation.ReadWriteForTeam.All  Group.Read.All  Group.ReadWrite.All  Directory.Read.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/team-list-installedapps?view=graph-rest-beta
POST  ,/teams/{id}/installedApps,TeamsAppInstallation.ReadWriteSelfForTeam  TeamsAppInstallation.ReadWriteForTeam  Group.ReadWrite.All  Directory.ReadWrite.All,TeamsAppInstallation.ReadWriteSelfForTeam.All  TeamsAppInstallation.ReadWriteForTeam.All  Group.ReadWrite.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/team-post-installedapps?view=graph-rest-beta
GET   ,/teams/{id}/installedApps/{id},TeamsAppInstallation.ReadWriteSelfForTeam  TeamsAppInstallation.ReadForUser  TeamsAppInstallation.ReadForTeam  TeamsAppInstallation.ReadWriteForTeam  Group.Read.All  Group.ReadWrite.All  Directory.Read.All  Directory.ReadWrite.All,TeamsAppInstallation.Read.Group  TeamsAppInstallation.ReadWriteSelfForTeam  TeamsAppInstallation.ReadForTeam.All  TeamsAppInstallation.ReadWriteForTeam.All  Group.Read.All  Group.ReadWrite.All  Directory.Read.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/team-get-installedapps?view=graph-rest-beta
DELETE,/teams/{id}/installedApps/{id},TeamsAppInstallation.ReadWriteSelfForTeam  TeamsAppInstallation.ReadWriteForTeam  Group.ReadWrite.All  Directory.ReadWrite.All,TeamsAppInstallation.ReadWriteSelfForTeam.All  TeamsAppInstallation.ReadWriteForTeam.All  Group.ReadWrite.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/team-delete-installedapps?view=graph-rest-beta
POST  ,/teams/{id}/installedApps/{id}/upgrade,TeamsAppInstallation.ReadWriteSelfForTeam  TeamsAppInstallation.ReadWriteForTeam  Group.ReadWrite.All  Directory.ReadWrite.All,TeamsAppInstallation.ReadWriteSelfForTeam.All  TeamsAppInstallation.ReadWriteForTeam.All  Group.ReadWrite.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/team-teamsappinstallation-upgrade?view=graph-rest-beta
GET   ,/teams/{id}/members,TeamMember.Read.All  TeamMember.ReadWrite.All,TeamMember.Read.Group  TeamMember.Read.All  TeamMember.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/team-list-members?view=graph-rest-beta
POST  ,/teams/{id}/members,TeamMember.ReadWrite.All,TeamMember.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/team-post-members?view=graph-rest-beta
GET   ,/teams/{id}/members/{id},TeamMember.Read.All  TeamMember.ReadWrite.All,TeamMember.Read.Group  TeamMember.Read.All  TeamMember.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/team-get-members?view=graph-rest-beta
PATCH ,/teams/{id}/members/{id},In teams: TeamMember.ReadWrite.All<br/>In channels: ChannelMember.ReadWrite.All  Group.ReadWrite.All  Directory.ReadWrite.All,In teams: TeamMember.ReadWrite.All<br/>In channels:  ChannelMember.ReadWrite.All  Group.ReadWrite.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/conversationmember-update?view=graph-rest-beta
DELETE,/teams/{id}/members/{id},TeamMember.ReadWrite.All,TeamMember.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/team-delete-members?view=graph-rest-beta
POST  ,/teams/{id}/members/add,TeamMember.ReadWrite.All,TeamMember.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/conversationmembers-add?view=graph-rest-beta
GET   ,/teams/{id}/permissionGrants,TeamsAppInstallation.ReadForTeam  TeamsAppInstallation.ReadWriteSelfForTeam  TeamsAppInstallation.ReadWriteForTeam,TeamsAppInstallation.Read.Group  TeamsAppInstallation.ReadForTeam.All  TeamsAppInstallation.ReadWriteSelfForTeam.All  TeamsAppInstallation.ReadWriteForTeam.All  TeamsApp.Read.Group,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/team-list-permissiongrants?view=graph-rest-beta
GET   ,/teams/{id}/primaryChannel,Channel.ReadBasic.All  ChannelSettings.Read.All  ChannelSettings.ReadWrite.All,ChannelSettings.Read.Group  ChannelSettings.ReadWrite.Group  Channel.ReadBasic.All  ChannelSettings.Read.All  ChannelSettings.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/team-get-primarychannel?view=graph-rest-beta
GET   ,/teams/{id}/schedule,Schedule.Read.All  Group.Read.All  Schedule.ReadWrite.All  Group.ReadWrite.All,Schedule.Read.All  Schedule.ReadWrite.All,Shifts,True,True,True,https://docs.microsoft.com/graph/api/schedule-get?view=graph-rest-beta
PUT   ,/teams/{id}/schedule,Schedule.ReadWrite.All  Group.ReadWrite.All,Schedule.ReadWrite.All,Shifts,True,True,True,https://docs.microsoft.com/graph/api/team-put-schedule?view=graph-rest-beta
GET   ,/teams/{id}/schedule/offerShiftRequests,Schedule.ReadWrite.All  Group.ReadWrite.All,Schedule.ReadWrite.All,Shifts,True,True,True,https://docs.microsoft.com/graph/api/offershiftrequest-list?view=graph-rest-beta
POST  ,/teams/{id}/schedule/offerShiftRequests,Schedule.ReadWrite.All  Group.ReadWrite.All,Schedule.ReadWrite.All,Shifts,True,True,True,https://docs.microsoft.com/graph/api/offershiftrequest-post?view=graph-rest-beta
GET   ,/teams/{id}/schedule/offerShiftRequests/{offerShiftRequestId},Schedule.Read.All  Group.Read.All  Schedule.ReadWrite.All  Group.ReadWrite.All,Schedule.Read.All  Schedule.ReadWrite.All,Shifts,True,True,True,https://docs.microsoft.com/graph/api/offershiftrequest-get?view=graph-rest-beta
POST  ,/teams/{id}/schedule/offerShiftRequests/{offerShiftRequestId}/approve,Schedule.ReadWrite.All  Group.ReadWrite.All,Schedule.ReadWrite.All,Shifts,True,True,True,https://docs.microsoft.com/graph/api/offershiftrequest-approve?view=graph-rest-beta
POST  ,/teams/{id}/schedule/offerShiftRequests/{offerShiftRequestId}/decline,Schedule.ReadWrite.All  Group.ReadWrite.All,Schedule.ReadWrite.All,Shifts,True,True,True,https://docs.microsoft.com/graph/api/offershiftrequest-decline?view=graph-rest-beta
GET   ,/teams/{id}/schedule/openShiftChangeRequests,Group.ReadWrite.All  Group.Read.All,Not supported,Shifts,True,False,False,https://docs.microsoft.com/graph/api/openshiftchangerequest-list?view=graph-rest-beta
POST  ,/teams/{id}/schedule/openShiftChangeRequests,Group.ReadWrite.All,Schedule.ReadWrite.All,Shifts,True,False,False,https://docs.microsoft.com/graph/api/openshiftchangerequest-post?view=graph-rest-beta
POST  ,/teams/{id}/schedule/openShiftChangeRequests/{openShiftChangeRequestId}/approve,Group.ReadWrite.All,Not supported,Shifts,True,False,False,https://docs.microsoft.com/graph/api/openshiftchangerequest-approve?view=graph-rest-beta
POST  ,/teams/{id}/schedule/openShiftChangeRequests/{openShiftChangeRequestId}/decline,Group.ReadWrite.All,Not supported,Shifts,True,False,False,https://docs.microsoft.com/graph/api/openshiftchangerequest-decline?view=graph-rest-beta
GET   ,/teams/{id}/schedule/openShiftChangeRequests/{openShiftsChangeRequestId},Group.ReadWrite.All  Group.Read.All,Not supported,Shifts,True,False,False,https://docs.microsoft.com/graph/api/openshiftchangerequest-get?view=graph-rest-beta
GET   ,/teams/{id}/schedule/openShifts,Group.Read.All  Group.ReadWrite.All,Not supported,Shifts,True,False,False,https://docs.microsoft.com/graph/api/openshift-list?view=graph-rest-beta
POST  ,/teams/{id}/schedule/openShifts,Group.Read.All  Group.ReadWrite.All,Not supported,Shifts,True,False,False,https://docs.microsoft.com/graph/api/openshift-post?view=graph-rest-beta
GET   ,/teams/{id}/schedule/openShifts/{openShiftId},Group.Read.All  Group.ReadWrite.All,Not supported,Shifts,True,False,False,https://docs.microsoft.com/graph/api/openshift-get?view=graph-rest-beta
PUT   ,/teams/{id}/schedule/openShifts/{openShiftId},Group.ReadWrite.All,Not supported,Shifts,True,False,False,https://docs.microsoft.com/graph/api/openshift-update?view=graph-rest-beta
DELETE,/teams/{id}/schedule/openShifts/{openShiftId},Group.ReadWrite.All,Not supported,Shifts,True,False,False,https://docs.microsoft.com/graph/api/openshift-delete?view=graph-rest-beta
GET   ,/teams/{id}/schedule/schedulingGroups,Schedule.Read.All  Group.Read.All  Schedule.ReadWrite.All  Group.ReadWrite.All,Schedule.Read.All  Schedule.ReadWrite.All,Shifts,True,True,True,https://docs.microsoft.com/graph/api/schedule-list-schedulinggroups?view=graph-rest-beta
POST  ,/teams/{id}/schedule/schedulingGroups,Schedule.ReadWrite.All  Group.ReadWrite.All,Schedule.ReadWrite.All,Shifts,True,True,True,https://docs.microsoft.com/graph/api/schedule-post-schedulinggroups?view=graph-rest-beta
GET   ,/teams/{id}/schedule/schedulingGroups/{schedulingGroupId},Schedule.Read.All  Group.Read.All  Schedule.ReadWrite.All  Group.ReadWrite.All,Schedule.Read.All  Schedule.ReadWrite.All,Shifts,True,True,True,https://docs.microsoft.com/graph/api/schedulinggroup-get?view=graph-rest-beta
PUT   ,/teams/{id}/schedule/schedulingGroups/{schedulingGroupId},Schedule.ReadWrite.All  Group.ReadWrite.All,Schedule.ReadWrite.All,Shifts,True,True,True,https://docs.microsoft.com/graph/api/schedulinggroup-put?view=graph-rest-beta
DELETE,/teams/{id}/schedule/schedulingGroups/{schedulingGroupId},Schedule.ReadWrite.All  Group.ReadWrite.All,Schedule.ReadWrite.All,Shifts,True,True,True,https://docs.microsoft.com/graph/api/schedulinggroup-delete?view=graph-rest-beta
POST  ,/teams/{id}/schedule/share,Schedule.ReadWrite.All  Group.ReadWrite.All,Schedule.ReadWrite.All,Shifts,True,True,True,https://docs.microsoft.com/graph/api/schedule-share?view=graph-rest-beta
GET   ,/teams/{id}/schedule/shifts,Schedule.Read.All  Group.Read.All Schedule.ReadWrite.All  Group.ReadWrite.All,Schedule.Read.All  Schedule.ReadWrite.All,Shifts,True,True,True,https://docs.microsoft.com/graph/api/schedule-list-shifts?view=graph-rest-beta
POST  ,/teams/{id}/schedule/shifts,Group.ReadWrite.All,Schedule.ReadWrite.All,Shifts,True,False,False,https://docs.microsoft.com/graph/api/schedule-post-shifts?view=graph-rest-beta
GET   ,/teams/{id}/schedule/shifts/{shiftId},Schedule.Read.All  Group.Read.All  Schedule.ReadWrite.All  Group.ReadWrite.All,Schedule.Read.All  Schedule.ReadWrite.All,Shifts,True,True,True,https://docs.microsoft.com/graph/api/shift-get?view=graph-rest-beta
PUT   ,/teams/{id}/schedule/shifts/{shiftId},Schedule.ReadWrite.All  Group.ReadWrite.All,Schedule.ReadWrite.All,Shifts,True,True,True,https://docs.microsoft.com/graph/api/shift-put?view=graph-rest-beta
DELETE,/teams/{id}/schedule/shifts/{shiftId},Schedule.ReadWrite.All  Group.ReadWrite.All,Schedule.Read.All  Schedule.ReadWrite.All,Shifts,True,True,True,https://docs.microsoft.com/graph/api/shift-delete?view=graph-rest-beta
GET   ,/teams/{id}/schedule/swapShiftsChangeRequests,Group.ReadWrite.All,Schedule.Read.All  Schedule.ReadWrite.All,Shifts,True,False,False,https://docs.microsoft.com/graph/api/swapshiftschangerequest-get?view=graph-rest-beta
POST  ,/teams/{id}/schedule/swapShiftsChangeRequests,Group.ReadWrite.All,Schedule.ReadWrite.All,Shifts,True,False,False,https://docs.microsoft.com/graph/api/swapshiftschangerequest-post?view=graph-rest-beta
POST  ,/teams/{id}/schedule/swapShiftsChangeRequests/{swapShiftChangeRequestId}/approve,Group.ReadWrite.All,Not supported,Shifts,True,False,False,https://docs.microsoft.com/graph/api/swapshiftschangerequest-approve?view=graph-rest-beta
POST  ,/teams/{id}/schedule/swapShiftsChangeRequests/{swapShiftChangeRequestId}/decline,Group.ReadWrite.All,Not supported,Shifts,True,False,False,https://docs.microsoft.com/graph/api/swapshiftschangerequest-decline?view=graph-rest-beta
GET   ,/teams/{id}/schedule/timecards,Schedule.Read.All  Schedule.ReadWrite.All,Schedule.Read.All  Schedule.ReadWrite.All,Shifts,False,True,False,https://docs.microsoft.com/graph/api/timecard-list?view=graph-rest-beta
POST  ,/teams/{id}/schedule/timecards,Schedule.ReadWrite.All,Schedule.ReadWrite.All,Shifts,False,True,False,https://docs.microsoft.com/graph/api/timecard-post?view=graph-rest-beta
GET   ,/teams/{id}/schedule/timecards/{timecardID},Schedule.Read.All  Schedule.ReadWrite.All,Schedule.Read.All  Schedule.ReadWrite.All,Shifts,False,True,False,https://docs.microsoft.com/graph/api/timecard-get?view=graph-rest-beta
PUT   ,/teams/{id}/schedule/timecards/{timeCardID},Schedule.ReadWrite.All,Schedule.ReadWrite.All,Shifts,False,True,False,https://docs.microsoft.com/graph/api/timecard-replace?view=graph-rest-beta
DELETE,/teams/{id}/schedule/timecards/{timeCardID},Schedule.ReadWrite.All,Schedule.ReadWrite.All,Shifts,False,True,False,https://docs.microsoft.com/graph/api/timecard-delete?view=graph-rest-beta
POST  ,/teams/{id}/schedule/timecards/{timeCardID}/clockOut,Schedule.ReadWrite.All,Schedule.ReadWrite.All,Shifts,False,True,False,https://docs.microsoft.com/graph/api/timecard-clockout?view=graph-rest-beta
POST  ,/teams/{id}/schedule/timecards/{timeCardID}/confirm,Schedule.ReadWrite.All,Schedule.ReadWrite.All,Shifts,False,True,False,https://docs.microsoft.com/graph/api/timecard-confirm?view=graph-rest-beta
POST  ,/teams/{id}/schedule/timecards/{timeCardID}/endBreak,Schedule.ReadWrite.All,Schedule.ReadWrite.All,Shifts,False,True,False,https://docs.microsoft.com/graph/api/timecard-endbreak?view=graph-rest-beta
POST  ,/teams/{id}/schedule/timecards/{timeCardID}/startBreak,Schedule.ReadWrite.All,Schedule.ReadWrite.All,Shifts,False,True,False,https://docs.microsoft.com/graph/api/timecard-startbreak?view=graph-rest-beta
POST  ,/teams/{id}/schedule/timecards/clockIn,Schedule.ReadWrite.All,Schedule.ReadWrite.All,Shifts,False,True,False,https://docs.microsoft.com/graph/api/timecard-clockin?view=graph-rest-beta
GET   ,/teams/{id}/schedule/timeOffReasons,Group.Read.All  Group.ReadWrite.All,Schedule.Read.All  Schedule.ReadWrite.All,Shifts,True,False,False,https://docs.microsoft.com/graph/api/schedule-list-timeoffreasons?view=graph-rest-beta
POST  ,/teams/{id}/schedule/timeOffReasons,Group.ReadWrite.All,Schedule.ReadWrite.All,Shifts,True,False,False,https://docs.microsoft.com/graph/api/schedule-post-timeoffreasons?view=graph-rest-beta
GET   ,/teams/{id}/schedule/timeOffReasons/{timeOffReasonId},Group.Read.All  Group.ReadWrite.All,Schedule.Read.All  Schedule.ReadWrite.All,Shifts,True,False,False,https://docs.microsoft.com/graph/api/timeoffreason-get?view=graph-rest-beta
PUT   ,/teams/{id}/schedule/timeOffReasons/{timeOffReasonId},Group.ReadWrite.All,Schedule.ReadWrite.All,Shifts,True,False,False,https://docs.microsoft.com/graph/api/timeoffreason-put?view=graph-rest-beta
DELETE,/teams/{id}/schedule/timeOffReasons/{timeOffReasonId},Group.ReadWrite.All,Schedule.ReadWrite.All,Shifts,True,False,False,https://docs.microsoft.com/graph/api/timeoffreason-delete?view=graph-rest-beta
GET   ,/teams/{id}/schedule/timeOffRequests,Schedule.Read.All  Group.Read.All  Schedule.ReadWrite.All  Group.ReadWrite.All,Schedule.Read.All  Schedule.ReadWrite.All,Shifts,True,True,True,https://docs.microsoft.com/graph/api/timeoffrequest-list?view=graph-rest-beta
GET   ,/teams/{id}/schedule/timeOffRequests/{timeOffRequestId},Group.Read.All  Group.ReadWrite.All,Schedule.Read.All  Schedule.ReadWrite.All,Shifts,True,False,False,https://docs.microsoft.com/graph/api/timeoffrequest-get?view=graph-rest-beta
DELETE,/teams/{id}/schedule/timeOffRequests/{timeOffRequestId},Group.ReadWrite.All,Schedule.ReadWrite.All,Shifts,True,False,False,https://docs.microsoft.com/graph/api/timeoffrequest-delete?view=graph-rest-beta
POST  ,/teams/{id}/schedule/timeOffRequests/{timeOffRequestId}/approve,Group.ReadWrite.All,Schedule.ReadWrite.All,Shifts,True,False,False,https://docs.microsoft.com/graph/api/timeoffrequest-approve?view=graph-rest-beta
POST  ,/teams/{id}/schedule/timeOffRequests/{timeOffRequestId}/decline,Group.ReadWrite.All,Schedule.ReadWrite.All,Shifts,True,False,False,https://docs.microsoft.com/graph/api/timeoffrequest-decline?view=graph-rest-beta
GET   ,/teams/{id}/schedule/timesOff,Group.Read.All  Group.ReadWrite.All,Not supported,Shifts,True,False,False,https://docs.microsoft.com/graph/api/schedule-list-timesoff?view=graph-rest-beta
POST  ,/teams/{id}/schedule/timesOff,Group.ReadWrite.All,Schedule.ReadWrite.All,Shifts,True,False,False,https://docs.microsoft.com/graph/api/schedule-post-timesoff?view=graph-rest-beta
GET   ,/teams/{id}/schedule/timesOff/{timeOffId},Group.Read.All  Group.ReadWrite.All,Schedule.Read.All  Schedule.ReadWrite.All,Shifts,True,False,False,https://docs.microsoft.com/graph/api/timeoff-get?view=graph-rest-beta
PUT   ,/teams/{id}/schedule/timesOff/{timeOffId},Group.Read.All  Group.ReadWrite.All,Schedule.ReadWrite.All,Shifts,True,False,False,https://docs.microsoft.com/graph/api/timeoff-put?view=graph-rest-beta
DELETE,/teams/{id}/schedule/timesOff/{timeOffId},Group.ReadWrite.All,Schedule.ReadWrite.All,Shifts,True,False,False,https://docs.microsoft.com/graph/api/timeoff-delete?view=graph-rest-beta
POST  ,/teams/{id}/sendActivityNotification,TeamsActivity.Send,TeamsActivity.Send.Group  TeamsActivity.Send,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/team-sendactivitynotification?view=graph-rest-beta
POST  ,/teams/{id}/unarchive,TeamSettings.ReadWrite.All  Group.ReadWrite.All  Directory.ReadWrite.All,TeamSettings.ReadWrite.Group  TeamSettings.ReadWrite.All  Group.ReadWrite.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/team-unarchive?view=graph-rest-beta
GET   ,/teams/{team-Id}/tags,TeamworkTag.Read  TeamworkTag.ReadWrite,TeamworkTag.Read.All  TeamworkTag.ReadWrite.All,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/teamworktag-list?view=graph-rest-beta
POST  ,/teams/{team-Id}/tags,TeamworkTag.ReadWrite,TeamworkTag.ReadWrite.All,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/teamworktag-post?view=graph-rest-beta
GET   ,/teams/{team-Id}/tags/{teamworkTag-Id},TeamworkTag.Read  TeamworkTag.ReadWrite,TeamworkTag.Read.All  TeamworkTag.ReadWrite.All,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/teamworktag-get?view=graph-rest-beta
PATCH ,/teams/{team-Id}/tags/{teamworkTag-Id},TeamworkTag.ReadWrite,TeamworkTag.ReadWrite.All,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/teamworktag-update?view=graph-rest-beta
DELETE,/teams/{team-Id}/tags/{teamworkTag-Id},TeamworkTag.ReadWrite,TeamworkTag.ReadWrite.All,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/teamworktag-delete?view=graph-rest-beta
GET   ,/teams/{team-Id}/tags/{teamworkTag-Id}/members,TeamworkTag.Read  TeamworkTag.ReadWrite,TeamworkTag.Read.All  TeamworkTag.ReadWrite.All,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/teamworktagmember-list?view=graph-rest-beta
POST  ,/teams/{team-Id}/tags/{teamworkTag-Id}/members,TeamworkTag.ReadWrite,TeamworkTag.ReadWrite.All,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/teamworktagmember-post?view=graph-rest-beta
GET   ,/teams/{team-Id}/tags/{teamworkTag-Id}/members/{teamworkTagMember-Id},TeamworkTag.Read  TeamworkTag.ReadWrite,TeamworkTag.Read.All  TeamworkTag.ReadWrite.All,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/teamworktagmember-get?view=graph-rest-beta
